student_id,study_hours,prev_mean_grade,helb_status,sleep_hours,revision_intensity,target_mean_score
STU-7384,1,69,t,4,3,41
STU-7385,3,66,f,5,8,46
STU-7386,6,56,f,9,7,50
STU-7387,2,94,t,9,8,75
STU-7388,1,57,t,6,6,32
STU-7389,1,61,t,6,6,37
STU-7390,5,95,f,6,4,83
STU-7391,4,92,t,7,9,75
STU-7392,1,65,t,5,0,39
STU-7393,4,90,t,6,5,74
STU-7394,3,66,t,6,9,43
STU-7395,2,79,t,4,5,56
STU-7396,9,63,t,4,9,58
STU-7397,1,91,f,4,3,64
STU-7398,7,47,f,6,1,39
STU-7399,4,60,f,4,0,38
STU-7400,5,68,t,6,2,53
STU-7401,5,82,t,7,8,68
STU-7402,1,60,f,7,0,36
STU-7403,6,42,f,8,4,29
STU-7404,9,70,f,5,9,67
STU-7405,2,94,f,4,5,72
STU-7406,7,66,f,9,8,61
STU-7407,6,85,t,4,0,70
STU-7408,5,66,t,5,4,51
STU-7409,4,48,t,5,0,32
STU-7410,4,96,t,8,1,80
STU-7411,6,72,t,5,1,62
STU-7412,4,72,f,6,4,59
STU-7413,5,65,f,4,9,50
STU-7414,6,67,t,5,3,57
STU-7415,5,83,f,6,5,70
STU-7416,7,82,t,5,4,70
STU-7417,9,70,t,9,1,69
STU-7418,7,92,f,6,8,87
STU-7419,7,40,t,7,9,29
STU-7420,4,59,t,6,7,42
STU-7421,1,51,t,8,8,27
STU-7422,8,56,f,6,5,49
STU-7423,4,54,f,5,4,35
STU-7424,1,73,t,7,4,46
STU-7425,5,89,t,7,1,76
STU-7426,8,55,f,6,3,47
STU-7427,4,43,f,5,1,22
STU-7428,8,47,f,7,1,36
STU-7429,8,73,f,9,7,66
STU-7430,3,85,t,6,3,68
STU-7431,9,64,t,6,3,61
STU-7432,3,54,t,6,6,36
STU-7433,1,67,f,7,3,39
STU-7434,2,48,f,4,8,20
STU-7435,6,41,t,5,8,28
STU-7436,2,56,f,8,2,29
STU-7437,6,97,t,8,5,86
STU-7438,1,49,f,5,6,25
STU-7439,1,48,t,4,2,20
STU-7440,5,70,t,5,3,58
STU-7441,9,41,t,6,0,38
STU-7442,8,63,t,9,8,62
STU-7443,3,58,f,5,6,37
STU-7444,3,56,t,5,9,34
STU-7445,1,82,t,9,6,56
STU-7446,3,88,t,7,8,72
STU-7447,1,49,t,8,5,25
STU-7448,8,89,f,8,7,82
STU-7449,1,94,t,6,4,70
STU-7450,5,67,t,9,7,52
STU-7451,9,77,f,6,9,76
STU-7452,7,87,t,7,0,78
STU-7453,4,67,t,6,2,51
STU-7454,9,98,t,9,3,96
STU-7455,9,89,t,9,8,90
STU-7456,2,91,f,4,7,64
STU-7457,6,89,f,7,7,79
STU-7458,4,40,f,9,1,22
STU-7459,8,99,f,9,6,96
STU-7460,7,42,f,7,2,32
STU-7461,7,54,f,5,5,42
STU-7462,9,91,t,5,3,88
STU-7463,5,49,t,4,5,36
STU-7464,6,60,t,9,3,48
STU-7465,1,76,t,7,2,51
STU-7466,6,54,f,7,1,40
STU-7467,2,62,t,5,3,34
STU-7468,6,53,t,8,9,43
STU-7469,9,54,f,8,1,59
STU-7470,8,49,t,9,6,42
STU-7471,9,95,t,5,0,93
STU-7472,8,48,f,9,0,37
STU-7473,3,83,t,6,4,63
STU-7474,8,78,t,7,6,70
STU-7475,6,44,f,9,0,33
STU-7476,6,64,t,4,3,50
STU-7477,6,95,t,8,4,84
STU-7478,3,81,t,9,1,60
STU-7479,1,96,t,6,6,67
STU-7480,4,65,t,7,3,47
STU-7481,6,47,f,6,7,34
STU-7482,2,61,t,9,0,38
STU-7483,7,91,t,7,9,84
STU-7484,7,64,t,7,0,53
STU-7485,4,87,f,5,0,69
STU-7486,4,51,f,5,3,32
STU-7487,1,48,f,4,0,21
STU-7488,2,49,t,4,4,30
STU-7489,9,87,t,6,5,85
STU-7490,8,49,t,5,6,45
STU-7491,8,48,t,7,7,43
STU-7492,9,65,t,5,7,63
STU-7493,7,74,f,7,1,64
STU-7494,9,66,t,5,3,62
STU-7495,2,99,t,7,6,76
STU-7496,6,70,f,6,8,62
STU-7497,3,58,f,5,8,40
STU-7498,6,82,f,8,2,71
STU-7499,3,77,f,8,6,56
STU-7500,8,45,f,7,3,38
STU-7501,4,54,t,6,8,39
STU-7502,6,68,t,7,6,62
STU-7503,9,86,t,6,5,84
STU-7504,2,84,t,4,8,64
STU-7505,2,93,t,5,6,71
STU-7506,7,44,f,6,7,38
STU-7507,2,53,t,7,4,26
STU-7508,2,92,t,4,3,67
STU-7509,4,41,f,7,0,23
STU-7510,9,62,f,8,7,57
STU-7511,8,83,t,8,5,80
STU-7512,2,91,t,5,3,68
STU-7513,8,85,f,9,2,77
STU-7514,4,58,t,5,4,37
STU-7515,2,63,f,4,3,39
STU-7516,7,59,t,8,6,49
STU-7517,6,86,f,6,5,74
STU-7518,5,66,f,8,2,53
STU-7519,1,91,f,9,9,67
STU-7520,2,63,t,5,0,38
STU-7521,8,56,f,7,6,47
STU-7522,1,64,f,4,4,40
STU-7523,3,85,t,9,0,68
STU-7524,2,94,t,8,0,70
STU-7525,5,70,t,6,5,54
STU-7526,4,67,f,9,3,49
STU-7527,7,89,f,6,7,79
STU-7528,5,98,f,6,1,82
STU-7529,8,67,t,4,3,62
STU-7530,4,61,t,6,7,46
STU-7531,6,95,f,6,7,86
STU-7532,4,98,t,8,4,80
STU-7533,2,44,t,4,2,17
STU-7534,1,93,f,7,3,69
STU-7535,1,83,f,7,2,58
STU-7536,8,81,t,6,1,74
STU-7537,4,47,f,9,3,32
STU-7538,5,77,t,5,8,64
STU-7539,8,67,t,4,5,57
STU-7540,7,96,f,5,3,82
STU-7541,8,86,f,4,0,78
STU-7542,8,51,t,4,6,40
STU-7543,6,96,t,8,1,88
STU-7544,2,64,f,6,5,42
STU-7545,6,77,t,8,9,67
STU-7546,1,83,t,9,0,56
STU-7547,1,54,t,5,6,26
STU-7548,3,83,t,5,3,56
STU-7549,3,80,t,7,2,63
STU-7550,5,90,f,9,9,78
STU-7551,1,92,t,9,6,68
STU-7552,6,73,t,8,2,66
STU-7553,7,99,f,8,7,90
STU-7554,3,84,f,9,3,65
STU-7555,4,52,f,8,2,33
STU-7556,3,47,t,7,6,32
STU-7557,1,98,t,8,6,74
STU-7558,8,52,f,8,8,48
STU-7559,2,75,f,9,9,57
STU-7560,1,45,f,9,6,22
STU-7561,8,77,f,8,5,69
STU-7562,7,71,f,8,2,62
STU-7563,7,60,t,9,3,52
STU-7564,4,83,f,5,7,66
STU-7565,9,83,t,6,5,81
STU-7566,6,88,t,5,8,75
STU-7567,2,98,f,8,7,80
STU-7568,1,46,f,4,7,20
STU-7569,1,65,f,4,9,40
STU-7570,9,54,f,7,9,55
STU-7571,4,95,f,5,6,78
STU-7572,5,88,t,9,9,76
STU-7573,3,81,f,7,0,60
STU-7574,4,62,f,7,4,44
STU-7575,8,91,t,4,6,85
STU-7576,4,77,f,5,9,56
STU-7577,9,80,f,6,8,76
STU-7578,9,54,f,9,3,49
STU-7579,6,87,t,5,7,72
STU-7580,2,92,f,7,0,69
STU-7581,7,79,f,8,3,72
STU-7582,9,55,f,7,3,50
STU-7583,6,71,f,5,1,57
STU-7584,3,76,t,4,2,56
STU-7585,7,57,f,5,2,46
STU-7586,5,59,t,6,8,45
STU-7587,1,85,f,9,6,60
STU-7588,3,41,f,9,1,22
STU-7589,5,94,f,8,8,81
STU-7590,7,62,t,8,7,54
STU-7591,3,69,f,7,5,48
STU-7592,6,42,f,5,5,28
STU-7593,5,85,t,9,1,73
STU-7594,1,78,f,4,2,52
STU-7595,6,86,f,6,5,74
STU-7596,8,88,f,7,2,84
STU-7597,1,40,f,5,6,13
STU-7598,2,80,t,4,4,57
STU-7599,4,61,t,5,3,42
STU-7600,2,68,t,4,7,47
STU-7601,9,53,f,5,1,48
STU-7602,8,87,f,5,2,81
STU-7603,8,67,f,9,9,63
STU-7604,4,60,f,7,3,43
STU-7605,5,84,t,5,9,71
STU-7606,4,71,f,5,5,49
STU-7607,9,45,t,7,4,43
STU-7608,2,93,f,7,4,69
STU-7609,8,40,f,8,6,34
STU-7610,2,60,t,8,7,37
STU-7611,1,96,f,9,5,74
STU-7612,3,43,t,7,2,21
STU-7613,9,42,t,6,3,38
STU-7614,3,88,f,9,0,67
STU-7615,9,69,t,4,4,64
STU-7616,7,70,t,7,9,61
STU-7617,1,73,f,8,7,46
STU-7618,5,58,t,5,2,41
STU-7619,9,59,t,7,9,58
STU-7620,3,62,f,7,3,40
STU-7621,9,93,t,8,3,92
STU-7622,5,98,f,8,5,86
STU-7623,9,79,t,6,8,77
STU-7624,6,64,f,9,9,52
STU-7625,9,54,f,8,2,47
STU-7626,7,77,f,8,3,70
STU-7627,7,62,f,8,5,57
STU-7628,8,91,f,9,5,90
STU-7629,7,41,t,5,6,32
STU-7630,9,96,f,7,0,93
STU-7631,9,96,f,7,8,94
STU-7632,6,54,t,8,1,42
STU-7633,7,91,f,9,3,82
STU-7634,2,83,t,6,2,58
STU-7635,9,74,t,8,2,68
STU-7636,1,49,f,9,4,25
STU-7637,1,53,t,9,6,30
STU-7638,3,66,t,6,6,46
STU-7639,6,93,t,9,6,86
STU-7640,5,53,f,7,2,42
STU-7641,2,74,t,6,8,49
STU-7642,9,72,f,6,5,70
STU-7643,4,91,f,4,9,74
STU-7644,4,40,t,6,7,26
STU-7645,5,73,f,6,0,56
STU-7646,8,58,t,5,3,54
STU-7647,4,63,t,7,6,48
STU-7648,5,81,f,8,8,70
STU-7649,4,43,f,4,2,22
STU-7650,6,75,f,6,5,62
STU-7651,3,52,t,5,7,33
STU-7652,8,97,t,5,2,93
STU-7653,6,71,t,9,5,62
STU-7654,5,48,f,8,8,31
STU-7655,2,78,t,8,8,60
STU-7656,7,55,t,7,5,50
STU-7657,2,89,t,9,4,67
STU-7658,1,42,t,6,0,17
STU-7659,7,91,f,5,2,82
STU-7660,5,59,t,4,2,41
STU-7661,1,49,f,7,3,24
STU-7662,4,95,t,6,4,78
STU-7663,4,97,t,9,7,80
STU-7664,7,97,t,8,8,93
STU-7665,9,61,f,9,6,64
STU-7666,2,87,f,6,9,60
STU-7667,1,42,f,9,5,18
STU-7668,2,50,t,8,2,28
STU-7669,7,64,t,6,8,54
STU-7670,6,81,f,4,9,71
STU-7671,4,87,t,7,0,68
STU-7672,1,47,t,9,8,23
STU-7673,1,48,f,8,2,20
STU-7674,5,54,t,4,8,37
STU-7675,1,71,t,5,9,47
STU-7676,7,92,t,4,0,81
STU-7677,1,42,f,4,7,18
STU-7678,1,43,t,4,5,16
STU-7679,2,69,f,8,8,49
STU-7680,3,52,t,5,3,33
STU-7681,1,83,f,7,4,60
STU-7682,9,60,f,4,5,55
STU-7683,8,80,f,8,8,75
STU-7684,5,96,f,8,5,81
STU-7685,2,85,t,7,8,64
STU-7686,5,58,f,6,1,41
STU-7687,6,78,t,5,3,68
STU-7688,1,87,t,5,2,59
STU-7689,4,61,f,9,3,44
STU-7690,9,59,t,4,0,55
STU-7691,2,76,t,6,1,54
STU-7692,5,70,t,5,3,53
STU-7693,1,49,t,9,9,24
STU-7694,4,57,f,4,3,37
STU-7695,4,82,t,6,4,65
STU-7696,6,78,t,8,8,69
STU-7697,9,85,t,4,0,82
STU-7698,3,59,t,6,7,39
STU-7699,9,57,t,7,2,54
STU-7700,6,50,f,5,8,36
STU-7701,7,61,t,4,7,55
STU-7702,2,98,f,9,7,78
STU-7703,6,83,t,8,8,73
STU-7704,6,57,f,9,3,49
STU-7705,2,97,t,4,4,74
STU-7706,2,73,t,5,6,51
STU-7707,2,62,f,5,1,37
STU-7708,1,40,f,6,6,16
STU-7709,5,94,f,9,2,84
STU-7710,8,49,t,9,5,47
STU-7711,2,92,f,8,5,70
STU-7712,5,40,f,6,5,28
STU-7713,8,77,f,8,9,72
STU-7714,5,78,t,4,1,60
STU-7715,2,88,t,4,8,67
STU-7716,3,48,t,9,7,33
STU-7717,6,70,f,6,6,58
STU-7718,5,46,t,7,8,36
STU-7719,4,56,t,5,3,35
STU-7720,4,74,t,6,1,56
STU-7721,5,87,t,6,3,71
STU-7722,2,76,f,4,9,51
STU-7723,9,91,t,5,2,88
STU-7724,2,57,f,6,1,36
STU-7725,2,72,f,4,1,50
STU-7726,9,43,f,4,7,42
STU-7727,3,62,f,9,4,44
STU-7728,7,50,f,9,5,42
STU-7729,4,91,f,6,7,75
STU-7730,6,48,t,6,6,34
STU-7731,4,69,f,4,6,54
STU-7732,7,47,t,9,6,36
STU-7733,1,79,f,6,6,53
STU-7734,3,44,t,5,7,24
STU-7735,3,51,f,4,0,30
STU-7736,1,40,t,4,2,13
STU-7737,6,54,t,6,0,43
STU-7738,9,64,f,6,7,56
STU-7739,8,57,f,6,1,50
STU-7740,7,77,f,5,6,67
STU-7741,8,81,f,4,5,74
STU-7742,6,85,t,7,0,73
STU-7743,9,92,t,5,5,90
STU-7744,3,65,f,5,8,42
STU-7745,9,79,f,9,2,77
STU-7746,4,98,t,4,6,84
STU-7747,7,42,f,7,3,37
STU-7748,9,93,t,4,0,91
STU-7749,2,61,f,5,6,34
STU-7750,2,65,f,6,0,40
STU-7751,9,58,t,4,3,53
STU-7752,3,83,t,4,8,63
STU-7753,9,83,f,6,4,82
STU-7754,5,86,t,7,6,73
STU-7755,6,99,f,7,6,86
STU-7756,2,78,t,4,2,56
STU-7757,8,98,f,6,7,94
STU-7758,9,75,f,9,0,74
STU-7759,2,60,f,4,3,37
STU-7760,6,80,t,6,9,69
STU-7761,6,93,t,5,3,79
STU-7762,8,87,t,9,1,83
STU-7763,5,65,t,6,5,50
STU-7764,9,52,f,4,0,47
STU-7765,1,75,t,8,2,53
STU-7766,9,63,t,7,8,62
STU-7767,7,80,t,4,9,75
STU-7768,4,65,f,6,5,48
STU-7769,3,60,t,9,1,40
STU-7770,6,57,t,9,8,45
STU-7771,1,54,f,6,1,27
STU-7772,3,54,f,7,6,32
STU-7773,2,45,f,4,0,20
STU-7774,9,82,f,9,4,80
STU-7775,3,70,f,9,6,51
STU-7776,2,67,f,8,2,44
STU-7777,4,47,f,5,3,29
STU-7778,2,68,t,8,4,46
STU-7779,1,60,f,5,2,37
STU-7780,6,56,f,9,5,44
STU-7781,8,95,f,5,2,90
STU-7782,2,96,f,4,7,75
STU-7783,9,88,f,9,6,84
STU-7784,3,63,t,9,0,44
STU-7785,8,97,t,5,1,91
STU-7786,8,99,t,6,3,94
STU-7787,3,89,t,5,4,69
STU-7788,3,75,t,5,9,57
STU-7789,6,70,t,7,3,55
STU-7790,1,86,t,7,3,61
STU-7791,4,73,f,4,8,54
STU-7792,1,41,f,4,3,12
STU-7793,3,81,f,6,3,62
STU-7794,9,42,f,7,3,40
STU-7795,5,69,f,8,1,57
STU-7796,5,47,f,4,7,33
STU-7797,4,91,t,4,3,71
STU-7798,3,46,f,7,4,26
STU-7799,5,51,f,7,7,39
STU-7800,4,97,f,6,3,74
STU-7801,8,58,t,7,4,56
STU-7802,4,65,t,5,4,45
STU-7803,8,67,t,9,5,61
STU-7804,6,54,f,8,6,45
STU-7805,5,53,f,9,2,43
STU-7806,4,87,f,5,9,68
STU-7807,4,98,t,5,2,79
STU-7808,4,53,t,9,8,40
STU-7809,9,42,f,5,0,37
STU-7810,4,89,t,4,9,72
STU-7811,9,68,f,9,7,67
STU-7812,6,99,t,5,9,93
STU-7813,7,93,t,4,2,85
STU-7814,3,45,t,7,4,26
STU-7815,8,88,f,8,2,84
STU-7816,3,62,t,8,9,45
STU-7817,1,67,f,5,0,41
STU-7818,5,53,f,8,9,39
STU-7819,2,53,f,4,4,28
STU-7820,6,59,t,7,7,48
STU-7821,9,52,t,5,4,46
STU-7822,1,66,t,6,3,38
STU-7823,4,99,f,9,8,87
STU-7824,1,74,t,8,0,50
STU-7825,1,84,t,8,4,63
STU-7826,8,95,f,5,0,89
STU-7827,2,41,f,9,5,19
STU-7828,1,80,f,9,9,56
STU-7829,8,84,t,8,8,82
STU-7830,4,79,t,8,1,60
STU-7831,3,87,f,6,3,67
STU-7832,4,63,t,9,7,50
STU-7833,5,68,f,4,2,52
STU-7834,1,42,t,5,6,17
STU-7835,1,84,f,5,6,61
STU-7836,3,43,t,6,1,22
STU-7837,6,89,f,6,9,79
STU-7838,1,41,f,4,3,15
STU-7839,2,59,f,7,0,34
STU-7840,7,93,t,5,7,83
STU-7841,1,92,t,9,9,71
STU-7842,7,54,t,8,9,47
STU-7843,4,88,f,4,8,70
STU-7844,6,71,f,5,0,58
STU-7845,8,81,f,9,6,74
STU-7846,9,40,f,4,0,34
STU-7847,6,77,f,7,0,66
STU-7848,9,74,f,9,8,73
STU-7849,4,90,f,5,9,72
STU-7850,6,46,f,8,9,34
STU-7851,8,84,f,9,5,80
STU-7852,9,52,t,5,0,49
STU-7853,3,88,f,4,6,69
STU-7854,2,40,t,7,2,16
STU-7855,6,53,f,9,9,46
STU-7856,4,68,t,4,3,50
STU-7857,1,97,f,4,3,67
STU-7858,8,42,t,6,7,37
STU-7859,9,85,f,4,0,78
STU-7860,9,63,f,9,7,62
STU-7861,2,40,f,7,8,18
STU-7862,9,87,t,8,6,83
STU-7863,7,49,f,6,0,42
STU-7864,5,52,t,4,6,36
STU-7865,7,75,t,9,5,64
STU-7866,9,48,t,5,4,47
STU-7867,8,53,t,6,4,48
STU-7868,6,75,t,7,0,63
STU-7869,4,49,f,5,5,31
STU-7870,1,79,t,7,3,54
STU-7871,6,62,t,5,0,46
STU-7872,3,74,t,8,7,53
STU-7873,6,94,t,7,7,86
STU-7874,6,46,f,5,3,34
STU-7875,4,81,f,7,6,66
STU-7876,2,74,f,6,2,53
STU-7877,9,41,t,7,7,32
STU-7878,2,54,t,9,6,32
STU-7879,3,48,t,7,4,26
STU-7880,1,86,f,5,4,59
STU-7881,7,56,t,7,8,45
STU-7882,1,78,f,8,5,54
STU-7883,9,91,t,4,5,89
STU-7884,1,57,t,6,1,35
STU-7885,5,54,f,9,4,40
STU-7886,7,57,t,5,3,49
STU-7887,3,63,f,7,9,46
STU-7888,9,62,t,7,2,63
STU-7889,8,51,f,7,8,43
STU-7890,3,62,t,6,6,44
STU-7891,5,60,t,9,3,48
STU-7892,7,65,t,4,8,53
STU-7893,4,47,t,8,8,32
STU-7894,5,69,t,9,6,58
STU-7895,3,73,f,8,4,50
STU-7896,9,41,f,9,8,39
STU-7897,9,44,t,5,6,41
STU-7898,7,70,f,4,8,61
STU-7899,2,72,f,4,2,49
STU-7900,7,93,f,6,8,84
STU-7901,7,43,f,9,0,32
STU-7902,5,45,t,7,4,32
STU-7903,9,62,f,4,1,60
STU-7904,3,84,f,9,0,67
STU-7905,4,58,t,7,2,46
STU-7906,1,82,t,6,6,56
STU-7907,6,84,t,9,2,74
STU-7908,4,47,t,9,9,28
STU-7909,1,78,t,5,9,52
STU-7910,2,52,t,9,8,28
STU-7911,3,40,t,5,2,18
STU-7912,9,45,t,7,5,45
STU-7913,8,46,f,7,1,41
STU-7914,7,87,t,4,7,78
STU-7915,4,66,f,6,9,48
STU-7916,1,54,t,5,4,26
STU-7917,8,91,t,4,1,86
STU-7918,4,73,f,8,6,56
STU-7919,3,97,t,4,2,77
STU-7920,9,96,t,7,4,95
STU-7921,4,62,f,8,8,47
STU-7922,4,87,f,4,0,62
STU-7923,9,88,f,9,1,87
STU-7924,2,63,f,6,4,40
STU-7925,5,54,f,5,3,35
STU-7926,4,74,f,9,0,60
STU-7927,9,43,t,8,6,41
STU-7928,5,83,t,6,8,67
STU-7929,9,76,t,4,0,70
STU-7930,9,56,t,9,7,55
STU-7931,2,70,t,7,8,54
STU-7932,9,77,f,7,1,72
STU-7933,3,49,f,6,0,26
STU-7934,4,93,t,7,5,77
STU-7935,1,89,f,5,6,67
STU-7936,1,66,t,6,1,39
STU-7937,1,81,f,6,4,54
STU-7938,9,45,t,7,4,43
STU-7939,8,95,t,6,6,89
STU-7940,5,45,t,4,0,28
STU-7941,5,91,f,8,9,80
STU-7942,9,54,f,9,7,51
STU-7943,3,43,t,8,4,23
STU-7944,3,96,f,9,2,79
STU-7945,7,87,t,7,8,77
STU-7946,9,93,t,5,2,89
STU-7947,6,95,f,5,6,80
STU-7948,2,79,t,7,9,57
STU-7949,1,46,t,7,6,20
STU-7950,2,90,t,6,9,68
STU-7951,1,97,f,5,7,71
STU-7952,9,88,t,8,9,88
STU-7953,8,92,t,7,7,85
STU-7954,7,84,t,8,3,77
STU-7955,3,86,t,9,0,66
STU-7956,8,65,f,8,3,61
STU-7957,2,97,t,5,5,74
STU-7958,2,70,t,9,9,48
STU-7959,3,41,f,8,5,18
STU-7960,7,67,f,6,5,59
STU-7961,1,81,f,6,6,55
STU-7962,8,52,f,5,0,47
STU-7963,7,57,f,6,9,52
STU-7964,4,69,f,7,0,50
STU-7965,5,94,t,9,6,77
STU-7966,1,50,t,5,3,25
STU-7967,4,52,f,9,5,35
STU-7968,1,90,t,8,5,65
STU-7969,1,63,f,7,8,40
STU-7970,1,96,t,5,1,70
STU-7971,7,68,f,8,3,61
STU-7972,7,95,f,8,3,89
STU-7973,4,93,t,8,6,77
STU-7974,2,44,f,8,0,22
STU-7975,3,74,t,8,4,55
STU-7976,8,58,f,5,3,52
STU-7977,8,94,f,6,1,88
STU-7978,6,52,t,8,4,44
STU-7979,9,44,f,7,8,39
STU-7980,9,83,t,5,7,80
STU-7981,4,53,t,4,8,35
STU-7982,1,77,t,6,6,52
STU-7983,1,61,t,7,9,34
STU-7984,5,48,t,8,6,33
STU-7985,2,88,f,5,1,64
STU-7986,6,79,f,5,2,65
STU-7987,7,65,t,8,9,55
STU-7988,1,84,f,7,7,58
STU-7989,6,44,t,5,1,29
STU-7990,8,68,f,9,6,65
STU-7991,5,93,t,6,5,80
STU-7992,7,61,f,7,9,55
STU-7993,6,88,t,8,3,78
STU-7994,4,42,f,7,3,22
STU-7995,7,67,t,9,2,53
STU-7996,9,77,t,7,5,77
STU-7997,7,53,f,4,2,41
STU-7998,5,86,t,8,8,69
STU-7999,7,53,t,6,3,47
STU-8000,3,82,f,8,3,64
STU-8001,2,50,f,4,1,28
STU-8002,5,48,t,8,1,35
STU-8003,4,77,t,8,6,63
STU-8004,5,86,t,6,4,71
STU-8005,8,83,t,4,2,78
STU-8006,4,45,f,8,5,32
STU-8007,9,40,t,9,5,40
STU-8008,7,64,t,8,0,55
STU-8009,7,55,f,5,2,42
STU-8010,8,91,f,8,4,88
STU-8011,6,54,t,6,6,43
STU-8012,8,73,f,5,3,66
STU-8013,3,56,f,9,7,33
STU-8014,1,42,f,9,2,12
STU-8015,6,42,t,9,5,32
STU-8016,1,76,t,4,5,48
STU-8017,9,56,t,9,8,56
STU-8018,2,94,f,7,3,73
STU-8019,2,88,t,6,6,65
STU-8020,7,91,t,4,9,83
STU-8021,2,77,t,5,0,53
STU-8022,8,40,f,7,0,39
STU-8023,6,46,t,4,1,32
STU-8024,7,65,t,6,3,55
STU-8025,7,86,t,5,5,76
STU-8026,6,78,t,6,3,69
STU-8027,9,58,f,6,5,54
STU-8028,9,91,t,5,1,89
STU-8029,7,93,t,9,8,87
STU-8030,9,69,f,8,2,66
STU-8031,3,82,f,6,6,65
STU-8032,3,94,f,9,0,71
STU-8033,1,53,f,5,7,27
STU-8034,5,52,f,6,3,38
STU-8035,4,59,t,8,4,43
STU-8036,2,65,f,5,6,38
STU-8037,9,66,f,4,2,59
STU-8038,3,64,f,4,8,44
STU-8039,8,48,t,9,8,39
STU-8040,6,80,t,4,7,67
STU-8041,5,87,t,7,0,70
STU-8042,1,51,f,6,1,24
STU-8043,4,49,t,6,1,31
STU-8044,3,45,f,5,2,24
STU-8045,1,89,f,7,1,61
STU-8046,5,73,t,6,0,59
STU-8047,6,98,t,5,4,87
STU-8048,2,91,t,8,5,68
STU-8049,3,80,f,6,6,62
STU-8050,6,58,t,9,9,50
STU-8051,4,45,t,6,6,27
STU-8052,9,41,t,8,1,36
STU-8053,5,54,t,8,6,43
STU-8054,4,56,t,6,1,35
STU-8055,2,55,f,8,1,29
STU-8056,6,67,f,5,5,56
STU-8057,2,60,t,6,5,41
STU-8058,7,47,f,6,7,37
STU-8059,3,49,f,4,4,26
STU-8060,9,49,f,9,4,46
STU-8061,5,89,t,6,9,75
STU-8062,8,49,f,4,0,40
STU-8063,6,48,t,8,3,36
STU-8064,8,67,f,9,0,62
STU-8065,3,63,t,9,9,47
STU-8066,3,58,f,8,4,39
STU-8067,5,72,f,5,7,57
STU-8068,3,43,t,4,0,20
STU-8069,8,95,t,6,2,87
STU-8070,8,42,f,4,0,31
STU-8071,2,81,t,8,5,57
STU-8072,4,51,t,8,9,37
STU-8073,1,57,t,5,0,29
STU-8074,4,62,t,9,9,48
STU-8075,4,59,f,9,2,41
STU-8076,9,45,t,8,4,43
STU-8077,3,92,f,4,4,70
STU-8078,2,73,f,9,1,54
STU-8079,9,81,t,6,2,77
STU-8080,9,41,t,6,8,40
STU-8081,1,69,t,4,0,39
STU-8082,6,48,t,5,0,38
STU-8083,8,66,f,6,1,61
STU-8084,3,81,f,4,7,59
STU-8085,9,73,t,4,5,68
STU-8086,2,79,f,8,3,59
STU-8087,6,63,t,9,6,55
STU-8088,1,88,f,8,5,63
STU-8089,7,56,f,9,8,47
STU-8090,3,68,f,5,5,49
STU-8091,7,75,t,5,1,64
STU-8092,4,89,t,5,2,72
STU-8093,9,51,f,4,8,46
STU-8094,5,70,t,4,6,55
STU-8095,3,88,t,8,5,73
STU-8096,8,48,f,6,4,41
STU-8097,6,58,t,9,2,50
STU-8098,2,85,t,9,3,61
STU-8099,3,85,f,5,0,60
STU-8100,8,56,f,9,4,52
STU-8101,7,41,f,7,6,31
STU-8102,6,79,f,5,1,66
STU-8103,1,44,t,9,7,16
STU-8104,9,98,t,8,9,93
STU-8105,3,78,f,9,5,59
STU-8106,5,93,f,4,9,78
STU-8107,7,87,t,8,2,79
STU-8108,7,55,t,8,1,50
STU-8109,3,56,t,8,7,38
STU-8110,4,93,f,7,3,80
STU-8111,7,66,f,7,6,58
STU-8112,8,46,f,9,6,44
STU-8113,2,91,f,5,9,70
STU-8114,9,47,t,9,8,45
STU-8115,7,47,f,9,9,40
STU-8116,8,62,f,9,7,57
STU-8117,6,71,t,4,7,61
STU-8118,6,82,f,8,6,72
STU-8119,9,86,t,6,9,83
STU-8120,4,57,f,5,4,36
STU-8121,5,77,t,5,8,61
STU-8122,9,93,t,8,6,90
STU-8123,1,51,t,5,2,22
STU-8124,4,54,f,8,5,35
STU-8125,7,67,f,5,2,59
STU-8126,9,94,f,9,5,89
STU-8127,6,77,f,4,7,66
STU-8128,8,89,f,5,8,88
STU-8129,9,95,f,5,1,91
STU-8130,4,70,t,6,5,53
STU-8131,1,91,f,4,2,64
STU-8132,8,48,f,9,6,40
STU-8133,2,47,t,4,3,24
STU-8134,1,85,t,4,4,59
STU-8135,7,58,f,5,9,49
STU-8136,9,90,t,7,5,85
STU-8137,9,47,f,5,7,47
STU-8138,3,73,t,8,1,54
STU-8139,6,96,f,6,3,82
STU-8140,7,43,t,4,3,31
STU-8141,9,70,t,8,5,67
STU-8142,2,77,f,9,3,58
STU-8143,8,42,f,8,4,36
STU-8144,7,74,t,7,4,66
STU-8145,4,58,t,4,7,39
STU-8146,2,82,t,5,3,61
STU-8147,8,68,t,4,5,64
STU-8148,5,49,f,6,6,31
STU-8149,6,51,t,4,7,39
STU-8150,7,85,t,8,8,78
STU-8151,1,69,f,8,9,43
STU-8152,8,69,f,5,7,62
STU-8153,4,99,f,5,3,80
STU-8154,9,57,f,5,3,51
STU-8155,1,63,f,9,9,40
STU-8156,2,71,f,6,4,48
STU-8157,6,48,t,9,2,38
STU-8158,1,86,t,9,1,61
