attendance_rate,cat_score,prev_mean_grade,helb_status,final_score
40.82,38.04,65.24,0,42.28
97.56,38.43,55.2,1,62.46
74.54,61.75,33.01,1,54.78
75.35,68.01,79.76,1,68.11
52.69,59.52,62.6,1,60.96
85.9,52.52,78.12,1,66.78
84.24,45.79,20.15,1,51.53
45.71,55.24,59.02,0,45.26
75.7,47.67,45.1,1,64.37
79.49,59.06,58.65,0,62.1
90.13,37.18,74.98,1,72.66
52.37,70.52,64.66,1,65.11
92.66,51.49,58.33,0,60.06
67.69,65.64,58.23,1,60.61
45.79,73.31,29.92,0,39.27
46.34,64.92,41.68,1,47.97
51.87,71.99,78.18,1,69.79
56.97,29.0,48.9,0,35.08
69.78,52.61,78.53,0,67.58
84.93,76.55,72.87,1,83.59
51.2,67.64,73.83,0,55.76
99.56,87.73,63.99,1,86.97
49.69,85.57,50.15,1,64.22
75.96,64.49,55.28,0,55.4
95.74,56.22,69.53,0,66.79
89.95,45.62,20.0,1,47.93
78.87,52.86,80.39,1,73.32
82.93,53.88,49.0,1,59.75
48.05,51.1,56.45,0,41.05
40.58,46.22,56.6,1,43.88
66.05,66.02,57.28,0,67.52
45.37,85.45,34.35,0,48.37
61.47,74.0,60.73,0,62.32
53.42,55.16,68.7,1,59.29
94.98,75.21,21.2,0,63.82
92.8,65.2,34.59,0,55.53
89.14,59.39,74.13,1,72.52
82.84,58.45,70.78,1,65.9
49.24,57.0,63.38,0,42.67
42.9,69.77,45.72,1,40.67
79.23,62.1,70.88,0,65.11
78.54,49.07,36.35,0,56.0
62.17,48.35,55.53,0,45.14
68.36,64.59,34.48,1,59.65
69.35,66.43,55.08,1,62.01
54.4,55.3,39.45,0,44.7
58.85,43.02,71.6,0,56.42
65.1,78.76,65.8,0,73.69
76.19,75.58,47.73,1,73.58
97.35,30.19,77.63,1,65.73
72.31,80.09,40.79,0,62.97
83.87,56.87,57.36,1,66.85
88.42,62.85,46.93,0,72.48
46.81,77.07,71.36,0,55.73
79.19,84.79,69.58,0,79.93
68.93,75.04,81.44,0,70.31
74.35,63.62,59.49,1,62.79
42.31,39.37,20.0,1,36.11
94.37,29.61,50.24,1,55.43
97.17,73.17,86.17,0,81.35
40.21,80.13,52.15,0,52.83
52.77,47.78,23.48,0,37.32
50.81,55.95,66.09,1,57.54
86.88,51.64,67.43,0,61.5
75.88,51.24,44.91,0,55.74
50.64,76.12,53.56,1,64.62
88.84,63.28,42.75,1,62.18
61.21,56.56,67.41,0,67.63
67.65,99.86,59.02,1,77.96
63.24,38.48,37.02,0,44.45
71.28,68.22,57.83,1,71.97
68.81,44.27,44.81,1,49.46
56.48,57.64,84.3,0,61.73
65.47,62.23,74.09,1,68.88
94.5,72.67,55.8,0,64.58
70.17,56.08,59.46,0,58.24
94.98,54.5,76.25,1,81.03
73.01,55.81,54.88,1,68.74
86.13,43.8,71.65,0,65.76
57.62,69.48,84.59,0,73.42
87.42,64.22,49.16,0,65.48
55.86,66.53,87.63,0,66.31
41.17,58.96,82.39,0,58.49
49.64,57.11,62.47,0,43.56
41.3,77.63,50.01,1,56.2
96.82,75.33,62.25,1,74.97
100.0,81.22,53.6,1,75.65
85.73,65.59,43.73,0,64.13
46.49,80.29,67.58,0,65.04
93.94,53.76,39.58,1,67.0
84.63,56.99,51.91,1,65.24
59.93,77.93,52.14,1,65.99
70.14,72.65,33.43,0,60.8
79.71,55.64,69.85,1,72.99
41.44,44.31,53.89,1,33.82
70.09,56.94,81.38,0,65.57
83.94,49.73,53.6,1,57.25
51.29,85.87,50.68,0,62.28
66.63,71.4,41.72,0,53.77
71.95,48.51,58.7,1,52.31
84.13,44.33,58.8,1,55.74
97.87,48.33,71.35,0,64.52
90.9,51.62,59.21,0,64.95
77.29,57.5,95.69,0,69.12
75.02,76.72,66.21,1,69.81
76.19,45.5,40.24,1,55.49
72.71,94.34,38.71,1,72.29
43.56,45.85,67.63,1,52.91
81.9,38.86,39.67,0,53.38
82.98,85.32,68.71,1,75.18
70.75,79.82,74.12,1,73.07
92.22,57.26,74.56,1,75.67
80.35,65.72,42.35,1,59.72
61.76,66.1,74.59,1,67.14
41.18,62.05,63.81,0,40.67
43.55,40.55,47.06,0,29.69
61.11,22.77,55.13,0,48.01
67.73,47.33,66.48,0,58.03
50.01,87.24,45.89,0,59.41
51.36,87.83,63.43,1,68.79
53.81,56.07,84.02,0,69.33
86.83,45.63,75.35,1,64.53
86.28,64.17,59.48,0,68.19
62.98,66.58,62.21,0,65.7
50.34,69.01,48.31,0,61.58
46.65,22.09,48.82,1,28.8
45.23,100.0,30.33,0,47.31
63.48,76.99,62.52,0,61.97
42.73,57.03,70.28,0,50.86
60.02,49.22,56.72,0,61.19
97.69,74.81,42.21,1,74.08
70.45,67.43,59.19,1,63.86
89.36,61.38,82.15,0,77.56
47.76,66.88,74.16,0,52.22
56.08,58.31,57.47,0,52.59
96.79,66.03,94.85,1,81.92
63.01,70.9,100.0,0,72.87
78.9,65.15,49.36,1,61.98
98.57,64.36,53.57,0,72.56
73.05,80.89,70.48,0,70.58
58.32,36.04,41.57,1,39.9
71.92,48.03,73.28,1,66.06
43.28,60.4,59.83,1,45.4
46.74,49.05,64.69,1,43.54
40.43,54.06,47.64,1,45.25
93.05,79.32,43.82,1,69.15
80.28,57.77,22.26,0,49.39
57.9,32.56,84.73,1,57.93
53.27,53.65,74.95,1,60.54
80.98,60.87,70.12,1,68.2
95.17,60.6,64.27,1,62.23
57.95,68.34,20.0,0,48.27
59.29,67.12,44.48,1,65.63
91.25,57.92,53.39,1,68.86
93.6,42.1,38.54,1,54.96
94.84,53.38,27.52,0,56.63
57.59,50.66,40.41,1,53.78
47.22,55.72,58.88,0,41.78
66.4,70.37,58.89,1,71.54
57.75,66.06,74.34,1,67.99
93.03,72.36,95.14,1,83.55
42.2,54.24,70.34,1,56.13
78.03,82.63,54.84,1,64.58
94.37,70.09,90.41,0,75.15
98.6,61.68,29.53,0,62.01
79.01,69.05,20.58,1,60.36
97.0,49.86,42.04,0,64.9
44.54,28.37,72.62,1,32.18
61.56,50.9,61.03,1,61.98
40.52,71.21,37.69,1,41.02
98.87,61.2,44.91,1,68.62
94.16,57.95,35.65,0,58.5
41.68,47.28,35.65,1,39.98
41.09,30.66,85.92,1,44.26
62.02,81.37,55.42,1,72.6
55.51,56.88,89.85,0,61.64
90.82,53.56,41.98,0,57.82
49.63,49.93,66.84,1,49.7
87.44,78.82,62.09,0,79.64
73.27,73.22,73.83,1,77.12
62.64,45.49,62.58,0,55.04
48.74,77.47,75.73,1,64.4
99.86,57.82,67.98,1,77.18
77.08,50.84,38.36,1,57.09
66.36,55.6,71.19,1,60.47
62.27,48.25,56.14,1,58.76
94.34,40.19,44.02,1,57.45
89.27,71.64,70.49,1,74.78
88.67,56.69,74.59,0,65.45
76.97,69.26,49.3,1,68.17
93.28,64.31,51.69,1,70.81
57.96,68.23,33.03,1,52.0
82.22,29.31,25.51,1,40.42
64.27,47.0,53.64,0,60.08
76.0,68.54,72.26,1,75.66
99.89,40.88,47.68,1,60.66
99.07,65.6,83.7,0,79.73
70.76,39.14,54.31,0,49.48
74.43,60.25,54.38,1,62.63
93.84,84.15,52.8,0,73.86
99.14,71.62,75.67,1,84.06
86.72,32.24,40.74,1,46.0
43.91,72.73,55.68,1,48.74
59.36,87.33,48.15,0,60.07
93.79,100.0,47.89,0,81.73
86.1,67.13,58.63,1,69.72
84.53,39.53,55.96,0,51.78
80.08,66.52,76.93,1,72.99
64.92,83.94,57.81,1,68.44
64.19,57.19,67.99,1,57.94
88.54,75.65,61.11,0,76.75
57.63,47.41,83.27,1,62.3
81.09,65.59,52.56,0,68.6
83.57,22.66,52.61,1,44.99
90.67,45.74,71.41,0,65.99
59.19,59.91,52.31,1,52.99
84.51,54.55,66.97,1,77.23
46.39,40.49,100.0,0,44.57
48.28,52.51,40.38,0,45.82
65.04,64.94,85.57,1,72.03
43.31,58.71,49.14,1,44.65
96.86,60.91,82.08,0,76.84
94.11,70.98,70.35,1,73.35
42.94,54.85,68.81,0,49.86
90.3,80.39,55.28,1,78.64
70.53,45.16,53.49,1,56.39
82.12,88.92,45.0,1,74.32
93.22,76.7,58.11,0,80.1
74.62,54.66,54.69,1,63.94
46.98,55.66,61.44,1,45.7
40.15,63.1,32.61,0,41.3
69.82,68.98,58.41,1,64.54
96.95,76.42,80.73,0,77.07
74.36,39.89,74.99,1,63.8
62.38,66.56,58.41,1,59.87
41.86,28.25,100.0,1,48.89
94.9,57.34,47.61,0,64.99
59.63,81.81,56.44,1,76.07
82.29,38.74,31.89,1,52.91
81.65,36.01,50.73,1,48.94
55.23,63.31,90.18,1,65.17
43.83,80.81,51.42,0,58.5
63.1,64.88,30.5,0,49.54
59.03,31.43,73.7,1,48.24
82.02,34.75,65.01,1,54.69
89.19,61.47,72.95,0,73.22
53.35,42.31,52.65,1,51.16
71.69,62.05,39.87,0,58.55
42.44,62.94,54.69,0,45.3
52.86,52.65,67.99,1,54.71
85.71,87.22,56.7,0,66.93
87.6,68.86,64.98,0,66.72
86.58,78.17,48.34,1,71.84
48.54,73.81,65.65,0,49.64
73.06,57.75,57.95,0,64.03
65.36,57.08,45.29,1,53.12
99.49,55.54,60.52,0,60.02
79.24,70.22,51.04,0,64.31
96.11,50.24,69.11,1,72.4
48.72,85.88,73.72,1,70.4
67.05,48.81,67.03,1,54.47
86.3,63.22,28.57,0,62.36
62.07,56.56,40.63,1,55.44
77.95,53.24,46.54,1,56.7
70.7,92.59,43.67,0,71.18
99.52,53.41,48.23,0,67.57
50.43,55.43,74.65,1,54.85
96.12,50.04,70.58,0,64.99
64.09,60.62,50.37,1,57.49
68.08,58.48,68.65,0,64.84
71.72,43.21,63.92,0,61.87
55.92,53.63,57.41,1,57.38
97.82,69.15,78.67,1,78.66
94.69,75.4,46.1,0,70.44
98.37,60.36,58.95,1,69.78
99.82,60.88,39.08,1,56.64
80.19,54.59,39.95,0,57.34
67.1,52.46,33.51,1,56.21
91.04,46.21,40.25,1,62.19
41.43,36.65,59.5,0,32.01
90.06,49.46,52.56,1,65.01
69.84,73.56,53.14,1,72.99
80.39,53.63,52.62,1,71.89
62.44,54.81,89.91,0,67.83
62.12,54.52,37.53,1,56.94
41.9,78.67,35.61,1,44.58
65.43,46.07,42.78,0,44.71
64.5,64.16,56.71,1,66.97
53.49,58.97,67.27,1,53.32
54.84,61.02,69.13,0,60.76
75.05,63.67,75.0,0,73.68
59.07,60.86,56.05,1,63.06
89.82,71.9,50.87,1,73.36
46.68,59.56,87.4,0,54.83
74.66,86.17,20.0,0,58.27
49.6,60.67,59.13,0,56.31
71.69,34.45,65.74,1,61.17
73.15,69.57,91.73,0,78.13
78.54,65.88,28.11,1,58.71
65.65,60.49,50.44,0,54.69
70.57,56.11,33.56,1,58.85
50.86,28.28,25.63,1,35.42
67.78,30.8,54.32,1,50.76
62.38,84.71,73.0,0,74.65
79.97,51.22,79.71,1,69.7
66.09,74.48,48.43,0,68.05
86.76,35.95,70.0,0,53.57
65.56,44.3,54.44,1,55.32
54.15,70.18,68.02,1,74.66
56.42,58.46,78.78,1,69.04
42.72,68.07,54.5,0,46.61
72.4,59.8,77.39,1,72.73
89.85,56.88,36.17,0,57.24
86.15,49.8,69.82,1,72.77
66.27,42.09,76.61,0,61.33
51.77,81.04,74.74,1,68.19
91.81,83.51,36.67,1,72.14
43.41,44.42,54.3,0,40.19
63.95,43.44,63.44,1,58.9
91.4,54.78,65.97,1,70.23
63.59,65.11,60.09,1,66.42
47.07,57.27,83.73,1,57.83
55.96,67.49,34.68,0,49.66
76.0,59.26,53.68,0,58.3
49.12,58.28,27.62,0,36.2
79.3,96.2,69.18,1,83.02
66.29,52.12,67.98,0,58.27
60.06,84.6,100.0,1,87.08
54.46,81.7,76.47,1,69.26
89.4,67.56,63.96,1,65.77
63.8,31.11,62.59,0,56.91
84.31,60.47,52.3,1,61.97
66.42,52.28,60.35,0,61.48
45.51,60.3,62.97,1,53.12
66.43,44.06,22.63,0,39.51
70.46,71.34,61.54,0,65.16
67.47,74.77,59.82,1,67.6
88.97,77.55,89.57,0,82.51
94.65,54.27,55.63,0,60.4
87.21,44.11,44.22,0,53.62
74.97,65.28,62.83,0,64.75
72.49,86.34,59.34,1,78.64
78.68,61.04,55.65,0,60.42
57.27,66.78,34.98,0,48.79
88.71,56.48,55.19,1,63.52
91.41,52.45,47.57,0,61.02
56.03,69.87,54.1,0,52.21
94.17,58.41,71.18,0,74.38
90.92,66.05,45.86,1,67.17
65.47,67.61,54.02,1,65.5
94.54,65.21,67.74,1,75.12
47.23,68.37,53.15,1,48.56
41.68,47.2,100.0,1,51.53
60.87,46.29,62.48,1,54.25
73.93,59.36,35.65,1,51.21
61.09,59.72,42.89,1,57.73
96.52,52.17,41.08,1,61.13
55.28,63.62,43.15,0,47.3
56.87,73.62,67.67,1,65.53
78.09,77.81,38.08,1,68.62
40.23,81.18,52.04,0,56.19
83.65,40.28,78.57,0,57.15
62.65,42.56,48.64,0,57.57
98.66,55.66,70.09,0,65.5
81.49,61.2,27.71,1,50.62
43.13,56.42,51.33,0,49.15
45.56,51.71,42.05,1,36.99
45.29,55.43,63.4,0,52.0
97.16,67.25,39.37,1,64.5
81.04,40.06,95.25,0,65.39
65.66,95.15,28.49,0,58.4
52.03,60.31,78.44,1,70.07
92.42,75.76,73.81,0,81.1
52.09,51.3,63.58,0,51.45
82.4,68.62,58.98,1,69.57
85.8,61.5,91.39,1,80.39
57.68,72.85,100.0,1,75.72
70.29,57.02,54.27,1,66.48
53.38,83.27,60.84,1,68.32
62.74,37.62,48.06,1,47.82
97.91,74.24,36.95,1,62.94
81.59,61.78,66.34,1,64.1
90.8,44.73,62.49,1,66.3
72.44,89.28,29.02,1,67.18
54.34,87.73,66.21,0,72.55
82.77,28.89,63.1,0,50.85
70.03,62.65,47.18,1,54.4
50.61,70.58,46.0,1,56.79
64.75,66.63,65.63,1,74.84
78.09,82.73,86.96,0,75.69
84.12,79.61,65.17,1,76.19
54.59,63.98,72.05,1,55.42
92.56,94.16,43.02,0,72.25
62.77,74.05,50.54,1,62.84
56.27,54.73,68.94,0,59.37
51.71,51.71,33.55,1,46.87
88.25,78.65,61.73,0,66.89
61.25,48.11,66.88,1,56.5
69.0,53.85,57.31,0,56.59
53.37,56.41,63.75,0,52.42
81.17,65.33,59.04,0,61.93
86.86,57.1,46.8,0,63.97
60.37,40.25,36.79,1,44.42
96.7,77.43,56.37,0,74.77
41.84,53.93,81.48,0,49.19
47.98,90.3,76.44,1,61.82
75.33,64.56,51.78,0,60.07
82.08,79.01,51.41,1,72.63
55.04,69.46,50.09,0,64.63
73.24,79.73,50.09,1,66.04
59.1,68.56,63.18,1,64.94
73.25,63.53,77.03,0,71.7
79.56,76.4,98.73,1,89.08
98.37,97.29,43.06,0,74.39
67.34,55.95,69.72,0,60.89
78.89,71.92,67.76,0,74.33
74.68,59.92,52.06,1,64.61
59.05,67.59,39.53,1,61.94
55.18,60.63,62.96,0,62.91
99.27,27.63,96.16,1,71.88
52.41,57.0,62.84,0,56.69
87.42,74.99,43.83,1,66.32
48.8,48.52,55.17,0,40.71
88.26,73.81,37.48,0,63.15
51.14,62.75,58.33,1,64.43
98.03,57.13,70.3,1,73.51
81.16,73.59,45.53,1,68.16
45.41,70.22,20.0,1,37.56
81.59,66.31,62.98,1,74.81
76.22,75.24,48.97,1,64.77
60.25,63.05,44.49,1,56.73
55.64,35.33,44.33,0,48.37
83.13,54.33,65.2,0,67.03
84.48,32.93,50.66,1,50.93
59.63,69.86,74.75,0,62.06
92.57,73.44,75.14,1,78.28
56.13,74.13,53.13,0,58.33
44.19,67.34,48.62,1,42.85
75.99,74.52,60.3,0,64.89
46.42,36.35,55.38,1,28.54
56.6,58.39,26.45,1,53.39
70.43,38.78,92.45,0,65.94
57.18,54.63,70.86,1,67.45
52.9,84.24,49.66,1,67.05
82.19,76.4,23.51,1,60.34
72.82,69.93,54.75,1,70.8
90.39,57.28,47.42,1,61.28
74.87,45.1,56.91,0,50.12
69.01,62.81,20.0,1,52.03
55.68,76.66,49.5,0,62.04
87.52,66.15,50.6,1,64.45
51.81,36.21,54.54,1,44.39
54.53,61.57,53.75,1,56.99
90.5,31.3,58.94,1,59.35
84.47,72.06,85.38,0,76.03
76.77,49.6,48.73,0,65.71
42.34,41.65,41.6,0,32.85
47.64,72.27,26.91,0,44.95
70.0,68.39,48.8,0,54.83
84.78,63.49,32.78,1,63.0
67.85,92.88,75.28,1,78.49
41.04,69.52,56.27,1,51.02
51.06,50.33,74.91,1,66.61
75.33,67.79,84.38,0,70.92
81.65,55.71,42.43,0,51.58
42.01,79.0,51.75,0,45.94
42.6,64.21,81.97,1,57.83
55.68,65.7,61.41,1,63.28
45.01,38.36,67.39,0,40.86
72.52,60.92,76.59,1,64.61
47.42,59.16,74.14,1,62.18
78.89,44.64,65.39,0,64.66
86.63,56.68,83.13,0,71.16
98.23,66.54,56.77,0,63.29
96.9,59.93,67.35,1,79.04
56.4,38.82,54.82,1,55.34
41.76,55.9,76.37,1,52.51
59.76,52.98,45.39,0,55.98
82.51,62.9,27.71,0,53.37
43.59,61.28,69.79,0,45.78
61.58,53.83,39.64,0,50.87
57.88,53.24,37.85,1,45.35
53.16,61.01,80.77,0,58.76
82.37,74.44,75.39,0,76.17
79.55,64.18,51.83,1,66.29
72.13,81.35,20.0,0,51.92
94.65,77.0,67.6,1,77.06
46.19,82.45,69.93,1,56.0
48.98,80.53,67.3,1,58.58
63.01,83.44,66.48,1,70.51
79.35,42.7,54.73,1,61.95
75.04,69.71,50.61,1,65.31
44.44,78.27,38.09,1,48.81
97.51,80.99,45.45,1,72.72
58.3,48.44,63.79,0,47.74
61.54,69.86,64.08,0,63.26
77.42,61.13,72.22,0,68.68
96.71,87.71,32.68,1,73.74
79.76,39.19,28.13,0,48.54
97.29,48.46,51.17,1,66.55
51.26,32.84,39.64,1,51.48
77.13,62.17,61.35,0,59.3
89.73,93.96,34.42,1,74.9
70.54,59.33,79.24,1,70.84
61.73,61.52,43.2,1,55.99
99.09,68.25,86.67,1,79.68
48.46,58.26,67.44,0,50.98
64.66,65.49,39.01,1,59.86
92.4,65.88,95.71,1,78.14
94.03,47.32,62.78,1,58.63
98.82,58.59,60.99,1,68.8
93.09,71.13,56.83,0,67.16
43.06,73.93,66.4,1,58.69
95.79,79.48,67.46,0,73.19
65.69,65.03,42.43,0,55.65
79.1,65.34,54.16,1,59.52
63.66,71.25,60.08,1,60.31
88.82,51.08,68.49,1,64.58
74.56,50.46,68.79,1,62.95
90.73,58.13,60.96,0,62.28
51.63,40.87,48.09,1,48.94
51.1,66.1,47.17,1,50.74
66.42,75.74,36.55,1,60.99
40.29,49.35,68.67,0,43.11
81.57,66.53,46.91,0,56.46
57.76,50.56,54.55,0,53.43
73.44,44.75,62.28,1,50.87
44.2,90.83,58.07,1,57.75
50.24,44.97,57.9,1,55.67
77.37,40.81,41.71,0,40.96
58.34,63.22,62.84,1,65.64
52.88,64.03,52.37,1,54.1
53.73,70.01,56.44,1,60.11
52.89,90.02,78.84,0,79.21
77.37,48.34,67.1,1,60.83
50.06,51.32,47.73,1,58.29
61.76,84.13,55.32,1,68.29
81.27,74.09,86.79,1,79.67
70.82,72.0,52.47,0,66.67
75.84,51.15,58.72,0,60.69
55.05,76.89,69.95,0,67.08
95.96,72.05,61.87,0,70.58
64.83,62.84,51.29,0,51.77
57.22,51.23,44.62,1,46.65
94.26,61.6,57.82,0,72.07
79.32,84.73,69.84,1,85.28
76.84,43.59,81.78,0,63.32
93.2,48.0,31.62,0,46.43
43.51,50.58,89.73,0,48.43
90.26,53.84,52.81,0,58.08
80.67,59.76,74.65,1,68.55
61.6,74.38,44.72,1,59.04
55.38,66.92,29.0,1,55.56
46.29,60.91,34.37,1,43.52
96.46,64.15,52.04,0,72.93
48.51,69.36,67.43,1,54.66
55.57,34.77,58.56,0,47.98
81.47,76.07,53.5,0,70.79
82.61,47.6,78.12,0,68.77
49.65,53.35,58.04,1,42.65
88.85,65.11,63.04,1,72.98
70.62,58.87,100.0,0,73.11
90.91,67.3,57.86,0,69.37
45.24,62.13,45.47,1,46.3
42.57,55.66,66.66,1,56.14
78.22,82.93,71.21,1,74.37
49.0,70.62,63.42,0,48.81
71.5,64.53,60.82,0,59.86
40.85,70.39,84.68,1,58.7
86.8,49.42,82.43,0,68.88
93.97,92.62,55.89,1,79.13
90.33,43.69,46.42,0,59.63
97.5,61.7,65.73,1,73.02
94.19,55.7,46.31,1,63.72
66.64,55.13,73.93,0,56.97
63.9,53.19,65.63,0,65.66
93.77,48.42,100.0,0,74.15
95.62,77.83,84.52,1,90.88
98.37,41.93,38.58,1,55.11
86.1,74.75,48.66,0,70.35
52.12,69.73,23.55,0,46.84
96.7,54.29,20.0,1,63.58
96.83,67.99,60.05,1,78.04
79.97,57.63,36.54,1,61.75
91.44,43.48,87.54,0,65.25
73.67,43.64,78.84,0,68.78
96.65,69.83,53.11,1,80.28
45.64,69.05,52.09,1,49.26
91.84,63.63,84.74,0,75.71
43.33,54.13,88.86,1,59.27
60.35,57.14,41.21,1,46.78
48.12,55.12,38.9,0,43.73
68.75,33.8,52.58,1,55.4
53.93,60.92,65.76,1,59.61
97.12,67.84,48.75,0,58.42
73.56,61.01,66.14,0,65.25
93.86,86.54,93.11,1,85.25
56.68,44.93,32.69,1,40.2
41.56,50.08,49.98,0,40.4
86.54,62.0,33.03,1,65.88
82.14,63.66,42.94,0,59.23
72.73,31.48,52.7,0,53.19
88.92,69.04,44.91,1,70.1
90.41,63.72,67.36,0,64.03
75.27,28.21,60.72,1,51.04
97.96,58.25,63.38,0,72.46
83.18,47.87,52.48,0,54.98
80.61,53.2,54.14,0,62.39
61.69,39.93,51.69,1,49.96
40.14,66.24,53.52,0,48.65
54.46,86.43,65.54,0,70.34
85.84,63.98,23.38,0,54.29
82.59,27.61,63.18,1,58.37
59.86,64.28,42.36,0,45.96
77.53,57.08,51.9,0,54.8
51.72,43.48,29.89,1,42.07
55.82,65.3,51.54,1,64.42
96.84,73.2,63.0,1,70.64
64.79,49.97,66.23,1,60.42
54.7,35.34,36.65,0,41.87
69.23,29.82,65.36,0,51.74
63.22,50.01,78.52,0,60.47
83.77,57.67,49.11,1,60.61
97.73,52.26,58.02,1,66.21
75.5,49.75,20.77,1,53.41
75.47,68.52,41.85,1,60.21
61.89,66.94,62.87,1,56.63
73.88,62.99,75.2,1,72.33
59.16,72.25,47.21,0,64.89
40.07,50.16,100.0,1,52.37
91.97,43.58,63.65,0,66.59
65.77,52.16,35.08,0,51.37
69.53,51.13,81.17,0,59.04
45.01,29.23,35.45,1,27.68
90.23,51.82,63.91,1,63.93
50.22,76.57,41.27,1,60.21
64.64,72.01,33.57,1,58.37
90.42,67.88,75.32,0,77.92
67.47,61.97,53.32,0,62.31
95.87,81.73,89.06,0,78.06
52.56,44.1,39.68,0,38.62
82.91,45.53,29.93,1,54.96
98.68,76.86,49.37,0,69.13
72.98,60.41,100.0,1,76.0
81.53,49.93,73.01,1,68.95
63.59,68.28,67.97,0,68.17
85.08,53.42,68.56,1,62.71
94.53,47.44,49.27,1,53.05
82.18,47.02,100.0,1,73.46
96.16,64.82,66.25,0,67.63
75.32,63.09,64.56,0,64.94
74.63,82.75,75.73,1,77.97
58.28,55.65,35.08,1,47.84
82.58,55.39,42.17,0,65.19
92.92,81.59,53.58,1,75.88
78.78,74.78,75.84,0,71.07
53.98,62.17,34.64,1,53.42
72.65,36.58,56.79,0,53.72
85.36,47.82,54.24,1,58.75
96.36,44.19,29.66,0,61.56
49.4,60.55,48.84,1,41.42
47.65,52.37,67.76,1,43.83
64.78,84.04,31.3,0,53.62
47.54,36.43,83.4,0,45.26
98.83,42.58,66.42,1,68.21
65.46,63.67,64.23,1,64.01
72.02,67.82,58.15,1,68.6
53.63,21.19,38.34,0,37.29
66.95,33.97,46.31,0,44.59
99.08,56.05,64.51,0,69.63
69.32,80.34,46.27,1,66.46
40.53,88.32,61.4,0,54.98
54.55,53.78,41.82,0,47.13
98.71,57.44,66.13,1,72.77
99.34,47.45,67.47,1,73.48
52.63,69.5,28.7,1,48.86
76.92,82.93,59.21,1,72.08
44.61,78.84,30.61,1,48.45
74.65,59.56,24.5,0,58.17
47.56,47.42,47.31,1,43.33
89.12,60.12,100.0,1,77.38
96.37,80.71,71.96,0,75.16
50.38,53.99,83.06,0,64.47
67.76,32.77,68.95,0,51.32
46.12,54.6,61.7,0,40.36
60.35,55.81,74.12,0,65.09
43.91,32.68,46.49,0,33.07
55.87,63.48,66.47,1,58.76
99.41,67.59,79.19,0,71.43
42.68,87.9,70.59,1,54.08
91.54,40.01,80.37,1,65.21
44.65,70.96,61.29,0,52.23
71.74,74.5,88.46,1,82.13
67.13,67.79,54.25,1,66.02
95.89,44.9,96.12,1,70.15
51.94,44.03,68.32,1,54.58
50.78,61.46,51.09,1,62.59
84.92,61.35,36.78,1,59.03
83.54,51.61,43.46,1,62.11
81.95,79.37,40.73,0,67.95
41.57,53.99,56.4,1,48.37
55.6,31.59,35.07,1,43.65
90.39,56.64,81.27,1,77.03
76.05,67.2,59.99,1,62.12
76.13,65.13,59.26,0,70.12
57.75,65.01,37.02,1,48.52
55.61,82.41,44.16,0,62.21
96.79,43.28,20.0,1,51.95
83.67,53.64,87.12,1,70.43
47.61,83.18,32.48,1,46.85
96.26,30.49,33.85,0,50.5
74.94,59.19,83.44,1,74.97
60.0,78.43,64.98,1,69.39
63.83,78.21,60.17,0,65.07
83.52,69.9,64.12,0,74.31
62.58,70.28,75.17,1,68.72
74.72,44.38,59.8,1,58.82
82.63,80.6,30.22,0,62.04
51.72,42.0,71.2,1,65.63
96.65,42.89,65.6,0,59.28
61.37,65.82,79.09,1,72.91
65.16,52.6,35.52,0,42.64
81.91,63.1,44.87,0,56.59
76.53,66.46,65.06,0,65.17
66.41,86.67,41.0,1,66.81
78.98,66.51,20.0,0,52.42
94.17,50.72,61.55,1,66.38
88.02,70.15,74.11,1,73.64
89.46,47.52,55.68,1,67.78
55.5,73.7,67.87,1,63.74
65.16,60.97,65.26,1,67.52
73.23,66.01,58.19,0,66.06
42.65,33.29,60.45,0,32.16
86.19,26.24,82.28,1,60.24
59.41,37.48,40.64,1,46.78
56.96,86.19,71.91,1,80.77
55.56,42.78,36.74,0,42.19
57.0,70.98,43.69,0,71.33
60.28,50.37,79.53,1,66.64
76.29,56.4,36.22,1,58.25
75.01,59.33,53.65,1,66.43
55.34,84.66,100.0,1,74.63
52.39,68.77,76.46,1,72.35
89.58,65.78,44.73,1,61.02
45.56,79.45,47.82,1,56.91
70.77,50.5,54.94,1,56.49
71.23,76.03,81.61,0,70.49
74.45,73.52,39.97,0,68.13
93.14,73.35,38.88,1,67.92
77.43,57.67,70.84,0,58.9
98.42,53.44,27.74,0,59.63
92.28,46.95,41.6,1,54.01
52.88,47.89,56.47,1,59.3
54.47,46.24,57.39,0,50.84
60.69,65.5,33.44,1,50.5
63.49,56.57,64.37,0,62.47
73.18,66.47,67.97,0,68.53
53.95,67.32,46.08,0,46.9
53.34,44.1,87.89,1,61.71
62.88,43.65,64.11,1,58.24
80.32,56.57,39.91,1,60.01
81.29,48.37,87.17,1,69.62
98.57,46.79,48.58,0,62.48
52.14,85.44,61.22,0,68.64
63.57,37.0,49.24,0,47.35
97.88,90.35,69.23,1,84.13
81.4,64.33,49.33,1,65.69
75.54,74.79,50.42,1,65.52
72.38,73.02,55.12,0,60.79
44.53,69.25,48.96,1,45.14
93.6,84.93,77.29,1,83.96
77.53,43.76,35.36,1,48.69
74.3,57.65,57.33,0,59.55
72.37,47.21,59.61,0,61.73
63.51,34.56,55.76,1,50.41
55.28,50.08,75.43,1,61.53
